build-utils/sentry-instrumentation.ts(74,25): error TS2532: Object is possibly 'undefined'.
build-utils/sentry-instrumentation.ts(99,26): error TS18048: 'asset' is possibly 'undefined'.
static/app/actionCreators/dashboards.tsx(30,30): error TS2538: Type 'undefined' cannot be used as an index type.
static/app/actionCreators/dashboards.tsx(76,30): error TS2538: Type 'undefined' cannot be used as an index type.
static/app/actionCreators/dashboards.tsx(121,30): error TS2538: Type 'undefined' cannot be used as an index type.
static/app/actionCreators/dashboards.tsx(148,30): error TS2538: Type 'undefined' cannot be used as an index type.
static/app/actionCreators/dashboards.tsx(195,30): error TS2538: Type 'undefined' cannot be used as an index type.
static/app/actionCreators/dashboards.tsx(221,30): error TS2538: Type 'undefined' cannot be used as an index type.
static/app/actionCreators/dashboards.tsx(273,30): error TS2538: Type 'undefined' cannot be used as an index type.
static/app/actionCreators/members.tsx(70,9): error TS2532: Object is possibly 'undefined'.
static/app/actionCreators/monitors.tsx(73,58): error TS2538: Type 'undefined' cannot be used as an index type.
static/app/actionCreators/organizations.tsx(50,35): error TS18048: 'firstRemainingOrg' is possibly 'undefined'.
static/app/actionCreators/organizations.tsx(52,31): error TS18048: 'firstRemainingOrg' is possibly 'undefined'.
static/app/actionCreators/pageFilters.tsx(322,7): error TS2322: Type '(number | undefined)[]' is not assignable to type 'number[]'.
static/app/actionCreators/projects.spec.tsx(17,18): error TS18048: 'project' is possibly 'undefined'.
static/app/actionCreators/projects.spec.tsx(41,18): error TS18048: 'project' is possibly 'undefined'.
static/app/bootstrap/initializeSdk.tsx(220,11): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
static/app/bootstrap/initializeSdk.tsx(313,5): error TS18048: 'mainError' is possibly 'undefined'.
static/app/bootstrap/initializeSdk.tsx(322,24): error TS2532: Object is possibly 'undefined'.
static/app/chartcuterie/discover.tsx(339,11): error TS2532: Object is possibly 'undefined'.
static/app/components/acl/feature.tsx(144,31): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
static/app/components/acl/feature.tsx(149,36): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
static/app/components/acl/feature.tsx(189,9): error TS2322: Type 'FeatureDisabledHook | undefined' is not assignable to type 'boolean | RenderDisabledFn | (() => Element)'.
static/app/components/acl/feature.tsx(200,14): error TS2349: This expression is not callable.
static/app/components/arithmeticInput/parser.tsx(57,7): error TS2532: Object is possibly 'undefined'.
static/app/components/arithmeticInput/parser.tsx(78,5): error TS2532: Object is possibly 'undefined'.
static/app/components/assigneeBadge.stories.tsx(44,11): error TS2322: Type 'Team | undefined' is not assignable to type 'Team'.
static/app/components/assigneeSelectorDropdown.spec.tsx(575,27): error TS2345: Argument of type 'HTMLElement | undefined' is not assignable to parameter of type 'Element'.
static/app/components/assigneeSelectorDropdown.tsx(168,19): error TS2532: Object is possibly 'undefined'.
static/app/components/assigneeSelectorDropdown.tsx(169,27): error TS2532: Object is possibly 'undefined'.
static/app/components/assigneeSelectorDropdown.tsx(170,23): error TS2532: Object is possibly 'undefined'.
static/app/components/assigneeSelectorDropdown.tsx(176,33): error TS2532: Object is possibly 'undefined'.
static/app/components/assigneeSelectorDropdown.tsx(267,38): error TS2345: Argument of type '(suggestion: SuggestedOwner) => { id: string | undefined; type: "user"; name: string; suggestedReason: SuggestedOwnerReason; suggestedReasonText: string; assignee: User; } | { ...; } | null' is not assignable to parameter of type '(value: SuggestedOwner, index: number, array: SuggestedOwner[]) => SuggestedAssignee | null'.
static/app/components/assigneeSelectorDropdown.tsx(348,9): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
static/app/components/assistant/guideAnchor.tsx(173,10): error TS18048: 'currentStep' is possibly 'undefined'.
static/app/components/assistant/guideAnchor.tsx(180,12): error TS18048: 'currentStep' is possibly 'undefined'.
static/app/components/assistant/guideAnchor.tsx(180,46): error TS18048: 'currentStep' is possibly 'undefined'.
static/app/components/assistant/guideAnchor.tsx(181,30): error TS18048: 'currentStep' is possibly 'undefined'.
static/app/components/assistant/guideAnchor.tsx(193,20): error TS18048: 'currentStep' is possibly 'undefined'.
static/app/components/assistant/guideAnchor.tsx(196,18): error TS18048: 'currentStep' is possibly 'undefined'.
static/app/components/assistant/guideAnchor.tsx(206,20): error TS18048: 'currentStep' is possibly 'undefined'.
static/app/components/assistant/guideAnchor.tsx(208,19): error TS18048: 'currentStep' is possibly 'undefined'.
static/app/components/autoComplete.spec.tsx(201,40): error TS2532: Object is possibly 'undefined'.
static/app/components/autoComplete.spec.tsx(404,40): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(45,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(46,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(47,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(48,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(49,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(50,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(66,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(67,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(68,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(69,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(70,29): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.spec.tsx(71,31): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/avatarList.tsx(72,34): error TS2345: Argument of type 'Team | undefined' is not assignable to parameter of type 'Team'.
static/app/components/avatar/avatarList.tsx(74,34): error TS2345: Argument of type 'AvatarUser | Actor | undefined' is not assignable to parameter of type 'AvatarUser | Actor'.
static/app/components/avatar/index.spec.tsx(296,7): error TS2532: Object is possibly 'undefined'.
static/app/components/avatar/suggestedAvatarStack.tsx(32,18): error TS18048: 'firstSuggestion' is possibly 'undefined'.
static/app/components/avatar/suggestedAvatarStack.tsx(43,9): error TS2322: Type 'Actor | undefined' is not assignable to type 'Actor'.
static/app/components/breadcrumbs.tsx(91,26): error TS2345: Argument of type 'Crumb | CrumbDropdown | undefined' is not assignable to parameter of type 'Crumb | CrumbDropdown'.
static/app/components/breadcrumbs.tsx(92,7): error TS18048: 'lastCrumb' is possibly 'undefined'.
static/app/components/carousel.spec.tsx(70,5): error TS2532: Object is possibly 'undefined'.
static/app/components/carousel.spec.tsx(72,12): error TS2532: Object is possibly 'undefined'.
static/app/components/carousel.spec.tsx(103,5): error TS2532: Object is possibly 'undefined'.
static/app/components/carousel.spec.tsx(105,12): error TS2532: Object is possibly 'undefined'.
static/app/components/carousel.spec.tsx(136,5): error TS2532: Object is possibly 'undefined'.
static/app/components/carousel.spec.tsx(138,12): error TS2532: Object is possibly 'undefined'.
static/app/components/carousel.tsx(39,7): error TS2532: Object is possibly 'undefined'.
static/app/components/carousel.tsx(49,7): error TS2532: Object is possibly 'undefined'.
static/app/components/charts/barChartZoom.tsx(111,14): error TS2339: Property 'start' does not exist on type 'BarChartBucket | undefined'.
static/app/components/charts/barChartZoom.tsx(112,14): error TS2339: Property 'end' does not exist on type 'BarChartBucket | undefined'.
static/app/components/charts/baseChart.tsx(401,59): error TS2345: Argument of type 'string[] | undefined' is not assignable to parameter of type 'string[]'.
static/app/components/charts/chartZoom.tsx(245,20): error TS2345: Argument of type 'Period | undefined' is not assignable to parameter of type '{ period: any; start: any; end: any; }'.
static/app/components/charts/eventsAreaChart.spec.tsx(55,12): error TS2532: Object is possibly 'undefined'.
static/app/components/charts/eventsChart.tsx(319,72): error TS2345: Argument of type 'string | undefined' is not assignable to parameter of type 'string'.
static/app/components/charts/eventsChart.tsx(610,13): error TS2322: Type 'string | undefined' is not assignable to type 'string'.
static/app/components/charts/eventsRequest.tsx(428,41): error TS2532: Object is possibly 'undefined'.
static/app/components/charts/eventsRequest.tsx(576,19): error TS2322: Type 'EventsStats | undefined' is not assignable to type 'EventsStats'.
static/app/components/charts/eventsRequest.tsx(592,15): error TS2322: Type 'Series | undefined' is not assignable to type 'Series'.
static/app/components/charts/eventsRequest.tsx(601,28): error TS2532: Object is possibly 'undefined'.
static/app/components/charts/intervalSelector.tsx(127,9): error TS18048: 'currentOption' is possibly 'undefined'.
static/app/components/charts/intervalSelector.tsx(128,7): error TS2322: Type 'IntervalOption | undefined' is not assignable to type 'IntervalOption'.
static/app/components/charts/intervalSelector.tsx(131,3): error TS2322: Type 'IntervalOption | undefined' is not assignable to type 'IntervalOption'.
static/app/components/charts/intervalSelector.tsx(199,11): error TS2532: Object is possibly 'undefined'.
static/app/components/charts/miniBarChart.tsx(260,13): error TS2322: Type '{ cursor: string; type: "bar"; label?: BarSeriesLabelOption; select?: (BarStateOption<CallbackDataParams> & { ...; }) | undefined; ... 73 more ...; symbolSize?: LineSeriesOption$1["symbolSize"]; }' is not assignable to type 'BarChartSeries'.
static/app/components/charts/percentageAreaChart.tsx(46,9): error TS2532: Object is possibly 'undefined'.
static/app/components/charts/percentageAreaChart.tsx(48,48): error TS2532: Object is possibly 'undefined'.
static/app/components/charts/pieChart.tsx(80,11): error TS2464: A computed property name must be of type 'string', 'number', 'symbol', or 'any'.
static/app/components/charts/pieChart.tsx(98,57): error TS2345: Argument of type 'PieChartSeries | undefined' is not assignable to parameter of type 'PieChartSeries'.
static/app/components/charts/pieChart.tsx(111,13): error TS18048: 'firstSeries' is possibly 'undefined'.
static/app/components/charts/pieChart.tsx(111,13): error TS2532: Object is possibly 'undefined'.
static/app/components/charts/pieChart.tsx(162,19): error TS18048: 'firstSeries' is possibly 'undefined'.
static/app/components/charts/pieChart.tsx(163,19): error TS18048: 'firstSeries' is possibly 'undefined'.
static/app/components/charts/releaseSeries.tsx(178,31): error TS18048: 'paginationObject.next' is possibly 'undefined'.
static/app/components/charts/sessionsRequest.tsx(125,9): error TS2322: Type '{ start: string | undefined; end: string | undefined; query: string; intervals: string[]; groups: { series: Record<string, number[]>; totals: Record<string, number>; by: Record<string, string | number>; }[]; }' is not assignable to type 'SessionApiResponse'.
static/app/components/charts/utils.tsx(297,10): error TS2339: Property 'data' does not exist on type 'TableDataWithTitle | undefined'.
static/app/components/charts/utils.tsx(312,12): error TS18048: 'tableResult' is possibly 'undefined'.
static/app/components/chevron.tsx(42,18): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(42,32): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(42,46): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(42,60): error TS2532: Object is possibly 'undefined'.
static/app/components/chevron.tsx(42,74): error TS2532: Object is possibly 'undefined'.
